0 0.712082 -0.624053 0.321709
1 -0.0624955 -0.0188053 0.138121
2 0.702193 0.594443 0.336055
3 -0.238427 0.925998 0.263211
4 -0.207056 0.530662 1.18121
5 0.490788 1.19395 1.45152
6 -0.0679128 0.395937 1.67743
7 0.090991 1.26228 2.15092
8 -0.20327 1.56407 1.24409
9 0.0452198 0.602016 1.1314
10 0.056415 -0.0474323 0.371074
11 0.0989924 -0.0877349 1.36935
12 0.358997 -0.491167 2.24665
13 0.493826 0.0120513 3.10022
14 0.549106 0.300629 4.05608
15 -0.387265 0.538236 4.31444
16 -0.356098 0.221545 3.36643
17 0.154323 0.488221 4.18396
18 0.320103 1.12474 4.93719
19 0.0211051 1.38515 5.85522
20 0.462123 2.22533 5.53964
21 0.457445 2.24895 4.53992
22 0.462918 1.34749 4.97276
23 0.697383 0.628932 5.62751
24 0.865244 1.58718 5.39603
25 0.470219 2.50107 5.48962
26 0.607957 2.58084 4.50237
27 1.56931 2.75685 4.29064
28 1.62893 3.2456 5.16103
29 1.48219 2.30379 5.46343
30 1.43314 2.27018 6.46166
31 1.92594 1.47215 6.11482
32 1.97864 1.61287 7.10346
33 2.0314 1.52247 6.10896
34 1.27172 2.11875 6.36844
35 1.2984 2.3586 5.398
36 1.15875 2.22449 4.41692
37 0.65871 1.72239 5.12251
38 0.304 2.60879 5.41997
39 -0.375982 3.33266 5.30317
40 -0.487689 3.84557 4.45203
41 -1.16829 3.28691 4.92604
42 -1.61249 2.95386 4.09431
43 -1.67546 3.41094 3.20712
44 -1.97191 4.26634 3.63185
45 -2.32191 4.83518 4.37612
46 -1.92231 4.20388 5.04079
47 -2.13834 5.06078 5.50882
48 -1.42872 5.30412 4.84759
49 -1.53862 4.88939 3.94431
50 -0.868189 4.3112 3.47931
51 -0.936786 4.34299 4.47644
52 -0.487266 3.57362 4.93031
53 -0.869547 3.75148 4.02355
54 -1.27718 4.47447 4.58133
55 -1.26097 4.47968 5.58118
56 -1.48098 4.77617 6.51053
57 -0.966369 4.12387 5.95404
58 -0.69459 5.08614 5.94113
59 -0.567647 5.55475 6.81537
60 -0.540563 5.40323 5.82729
61 0.256656 6.00215 5.90307
62 0.197503 6.02091 6.90114
63 0.687926 6.55724 6.21424
64 0.74346 6.18556 7.14094
65 0.72853 6.11039 6.14389
66 0.88627 5.54528 6.95368
67 0.877999 5.55773 5.9538
68 1.23334 5.07748 5.15186
69 1.31216 5.2341 4.16735
70 0.93447 5.85341 4.85568
71 0.755037 5.29779 5.66753
72 0.664693 4.34143 5.38965
73 0.357311 4.71077 6.26664
74 0.486196 4.43402 7.2189
75 0.752813 5.17608 7.83392
76 0.674842 4.39584 7.21332
77 0.427092 3.97997 6.33829
78 0.384268 3.85329 7.32931
