0 0.113707 0.484433 0.867407
1 0.237971 -0.254624 0.205326
2 0.287255 -0.274915 -0.793253
3 0.76159 -0.890219 -0.163644
4 1.30015 -1.70721 0.0424378
5 0.703169 -1.67504 0.844044
6 0.110028 -2.38421 0.462911
7 0.286983 -1.60379 -0.136788
8 -0.615257 -1.24499 -0.376003
9 -0.934466 -1.00552 0.540927
10 -1.81129 -0.787518 0.969466
11 -1.09291 -0.343915 1.50531
12 -2.07243 -0.195769 1.64163
13 -2.14195 -0.236421 0.644873
14 -3.04573 -0.322849 1.06404
15 -3.02267 -0.619955 2.01861
16 -2.78159 -1.13712 1.19738
17 -3.35037 -1.9596 1.20179
18 -4.28817 -2.21499 0.966608
19 -4.1922 -2.9061 0.250264
20 -4.31132 -3.28801 -0.66623
21 -3.95212 -2.3793 -0.453574
22 -4.18108 -2.17196 0.497525
23 -4.59468 -1.7183 1.28691
24 -4.23656 -0.830698 0.99724
25 -4.10232 0.130722 0.757135
26 -3.64318 -0.035228 1.62986
27 -4.54455 0.049966 2.05444
28 -5.14098 -0.752081 2.08596
29 -5.03023 -0.150703 2.87722
30 -4.72206 0.430767 3.63016
31 -4.50073 1.37141 3.37285
32 -4.52562 1.24911 2.38067
33 -3.79173 1.30075 1.70337
34 -4.07917 1.27296 2.66076
35 -4.14751 2.05319 2.03902
36 -4.0517 1.47968 1.22545
37 -4.30178 2.30203 1.73653
38 -4.71558 2.61472 2.59151
39 -4.26142 2.43414 1.71908
40 -5.10155 2.97207 1.78844
41 -5.89404 2.37716 1.92274
42 -5.519 3.2236 1.54474
43 -4.72861 3.82413 1.42367
44 -3.99926 3.14259 1.36407
45 -3.99497 3.31295 0.3787
46 -3.61329 3.85812 -0.367702
47 -4.07501 3.25475 -1.0179
48 -3.26628 3.83129 -1.13424
49 -3.52861 4.50841 -1.82177
50 -2.68092 4.30387 -1.33229
51 -1.99493 4.11047 -2.03372
52 -2.73092 3.65902 -2.53821
53 -1.97909 4.23502 -2.21731
54 -2.70936 3.55821 -2.12435
55 -1.96319 2.93135 -2.3486
56 -2.91802 3.21279 -2.444
57 -2.46966 3.79242 -1.76355
58 -1.58654 3.48778 -2.12034
59 -1.6907 2.50288 -2.25859
60 -1.0909 1.75962 -2.55488
61 -1.53572 1.36671 -3.35972
62 -0.714228 1.67842 -3.83719
63 -1.05667 0.916285 -4.38663
64 -0.0759639 0.782929 -4.5296
65 -0.39625 1.32715 -3.7542
66 -0.60469 1.79451 -4.61335
67 -0.673385 1.99281 -5.59108
68 -0.789033 2.00368 -4.59785
69 -0.763754 2.21805 -3.62142
70 -0.715844 2.10595 -4.61396
71 -1.27499 2.10314 -3.7849
72 -1.30946 2.10192 -2.78549
73 -1.41411 2.3753 -3.74169
74 -1.0348 1.71447 -3.09406
75 -1.92368 1.75601 -3.55032
76 -2.51262 1.35657 -4.25287
77 -2.77985 1.12809 -3.31672
78 -3.05791 1.75067 -2.58523
79 -3.06885 1.82394 -3.58248
80 -2.78051 2.78145 -3.57678
81 -2.62011 3.33128 -4.39651
82 -3.15661 4.17265 -4.33122
83 -2.57366 4.52482 -5.06344
84 -2.15221 5.07939 -5.78096
85 -2.68512 4.53308 -5.13477
86 -1.7993 4.99611 -5.16505
87 -1.9288 5.10329 -4.17928
88 -2.0109 5.06292 -5.17508
89 -2.67945 5.7606 -5.43254
90 -2.73764 6.31211 -4.60041
91 -3.1835 7.15248 -4.90861
92 -2.9965 7.06803 -3.92989
93 -3.28251 7.4589 -4.80477
94 -3.04607 8.0341 -5.58786
95 -3.37321 7.09384 -5.68211
96 -2.58649 6.82283 -6.23674
97 -2.41558 6.62547 -7.20206
98 -1.75323 7.2699 -7.58415
99 -2.47894 7.6881 -8.13046
100 -2.84666 7.49247 -7.22134
101 -2.06371 7.84491 -7.73395
102 -2.45454 8.57861 -8.28977
103 -2.94924 8.5829 -9.15882
104 -3.62451 8.61013 -9.89589
105 -2.80132 8.30678 -10.3758
106 -2.08844 8.31734 -9.67462
107 -1.31315 8.37973 -10.3031
108 -2.09232 8.17542 -10.8957
109 -2.14967 8.64421 -11.7772
110 -2.19244 9.6421 -11.826
111 -2.02801 9.70542 -12.8104
112 -1.78975 10.6746 -12.7478
113 -0.943094 11.1634 -12.958
114 -0.399912 11.4714 -12.1769
115 -0.506579 10.5108 -11.9205
116 0.136311 11.0615 -12.4529
117 -0.133035 10.6555 -13.3262
118 0.16521 9.99974 -14.0198
119 -0.37175 9.62393 -13.2645
120 0.261949 9.34546 -13.9862
121 -0.213065 9.46348 -13.1142
122 0.417277 10.0688 -12.6282
123 -0.105834 9.3443 -13.077
124 -0.447502 9.53827 -12.1574
125 -1.05312 8.82851 -11.7976
126 -1.94913 9.19956 -12.0415
127 -2.21861 10.1611 -11.9881
128 -1.75563 9.27672 -11.9285
129 -0.982608 9.10186 -11.3187
130 -0.580922 9.00993 -12.2299
131 -0.345316 8.28224 -12.874
132 0.501454 7.76957 -13.016
133 0.0629707 8.59305 -12.656
134 0.412322 8.94162 -13.5257
135 0.61907 7.99552 -13.775
136 1.37564 7.35643 -13.9135
137 1.4101 7.44112 -14.9093
138 0.835739 7.31237 -14.1009
139 0.550879 6.78392 -13.3011
140 0.206562 7.07021 -12.407
141 -0.310781 6.89579 -11.5692
142 -0.112673 6.86075 -12.5487
143 0.0628451 7.15451 -11.6091
144 -0.270184 7.26109 -12.546
145 0.0188484 7.13817 -11.5966
146 -0.320481 7.64936 -10.8069
