# block_number total_steps progressive_average error
       1        5000      -0.416424              0
       2       10000       -0.43244      0.0160153
       3       15000       -0.43276     0.00925201
       4       20000      -0.433529     0.00658717
       5       25000      -0.438192      0.0069121
       6       30000      -0.440348     0.00604149
       7       35000      -0.441717      0.0052864
       8       40000      -0.444756     0.00549478
       9       45000      -0.446275      0.0050785
      10       50000      -0.447842     0.00480493
      11       55000      -0.446616     0.00451584
      12       60000      -0.446363     0.00413013
      13       65000      -0.445872     0.00383068
      14       70000      -0.447071      0.0037436
      15       75000      -0.447297     0.00349239
      16       80000       -0.44672     0.00331723
      17       85000      -0.445069     0.00352678
      18       90000      -0.444079     0.00346915
      19       95000      -0.444362     0.00329365
      20      100000      -0.445808       0.003443
      21      105000      -0.444424     0.00355519
      22      110000      -0.444594       0.003394
      23      115000      -0.444247     0.00326162
      24      120000      -0.444278     0.00312291
      25      125000      -0.445529      0.0032461
      26      130000       -0.44593     0.00314452
      27      135000      -0.445977     0.00302618
      28      140000      -0.446289     0.00293274
      29      145000       -0.44614     0.00283371
      30      150000      -0.446955     0.00285616
      31      155000      -0.445815     0.00298842
      32      160000      -0.445612     0.00290061
      33      165000      -0.445061      0.0028648
      34      170000      -0.445141     0.00278041
      35      175000      -0.445251     0.00270203
      36      180000      -0.445367     0.00262847
      37      185000      -0.445615     0.00256843
      38      190000      -0.445487     0.00250318
      39      195000      -0.445593     0.00244044
      40      200000      -0.445389     0.00238744
      41      205000      -0.445568     0.00233538
      42      210000      -0.445851     0.00229665
      43      215000      -0.446206     0.00227051
      44      220000      -0.445551     0.00231309
      45      225000      -0.445508     0.00226151
      46      230000      -0.445037     0.00226147
      47      235000      -0.444964     0.00221402
      48      240000      -0.445037     0.00216866
      49      245000      -0.445022       0.002124
      50      250000      -0.445193      0.0020881
      51      255000      -0.445093     0.00204919
      52      260000      -0.445324     0.00202265
      53      265000      -0.444958     0.00201753
      54      270000      -0.444884     0.00198121
      55      275000       -0.44488     0.00194486
      56      280000      -0.444778     0.00191255
      57      285000      -0.444539     0.00189379
      58      290000      -0.444523     0.00186092
      59      295000      -0.444457     0.00183033
      60      300000      -0.444335     0.00180365
      61      305000      -0.444434     0.00177661
      62      310000      -0.444593     0.00175489
      63      315000      -0.444481     0.00173043
      64      320000      -0.443947     0.00178491
      65      325000      -0.443929     0.00175733
      66      330000       -0.44418     0.00174869
      67      335000      -0.444318      0.0017279
      68      340000      -0.444031     0.00172637
      69      345000      -0.444068     0.00170157
      70      350000      -0.444433     0.00171642
      71      355000      -0.444513     0.00169393
      72      360000      -0.444633     0.00167459
      73      365000      -0.444314     0.00168207
      74      370000      -0.444332     0.00165928
      75      375000      -0.444353     0.00163714
      76      380000      -0.444739     0.00166083
      77      385000      -0.444955     0.00165335
      78      390000      -0.444831     0.00163677
      79      395000      -0.444819     0.00161596
      80      400000      -0.444547     0.00161871
      81      405000      -0.444753     0.00161184
      82      410000      -0.444857     0.00159545
      83      415000      -0.445093     0.00159378
      84      420000      -0.444834     0.00159596
      85      425000      -0.444966     0.00158257
      86      430000      -0.445057      0.0015667
      87      435000      -0.445193     0.00155457
      88      440000      -0.445243     0.00153762
      89      445000      -0.445071     0.00152988
      90      450000      -0.444984     0.00151532
      91      455000      -0.445004     0.00149872
      92      460000      -0.445122     0.00148701
      93      465000      -0.445046     0.00147289
      94      470000      -0.445149     0.00146072
      95      475000       -0.44516     0.00144531
      96      480000      -0.445059     0.00143372
      97      485000      -0.444984     0.00142082
      98      490000      -0.444835     0.00141414
      99      495000      -0.444841      0.0013998
     100      500000      -0.444925     0.00138827
     101      505000       -0.44489     0.00137492
     102      510000      -0.444912     0.00136156
     103      515000       -0.44504     0.00135431
     104      520000      -0.444983     0.00134241
     105      525000      -0.444935     0.00133043
     106      530000      -0.445123     0.00133114
     107      535000      -0.445231     0.00132306
     108      540000      -0.445133     0.00131444
     109      545000      -0.445329     0.00131697
     110      550000      -0.445322     0.00130496
     111      555000       -0.44538     0.00129443
     112      560000      -0.445365     0.00128291
     113      565000      -0.445351     0.00127158
     114      570000      -0.445477     0.00126663
     115      575000      -0.445441     0.00125609
     116      580000      -0.445353     0.00124832
     117      585000      -0.445291     0.00123917
     118      590000      -0.445362     0.00123065
     119      595000      -0.445323      0.0012209
     120      600000       -0.44508     0.00123464
     121      605000      -0.445133     0.00122554
     122      610000       -0.44499     0.00122387
     123      615000      -0.444905     0.00121689
     124      620000      -0.444879      0.0012073
     125      625000      -0.444689      0.0012126
     126      630000      -0.444522     0.00121457
     127      635000      -0.444493      0.0012053
     128      640000       -0.44452     0.00119614
     129      645000       -0.44465     0.00119392
     130      650000      -0.444719     0.00118672
     131      655000      -0.444802     0.00118059
     132      660000      -0.444789     0.00117169
     133      665000      -0.444748     0.00116357
     134      670000      -0.444764     0.00115496
     135      675000      -0.444775     0.00114642
     136      680000      -0.444843     0.00114004
     137      685000      -0.444836     0.00113171
     138      690000      -0.444726      0.0011289
     139      695000      -0.444754     0.00112111
     140      700000      -0.444795     0.00111381
     141      705000      -0.444939     0.00111531
     142      710000      -0.444877     0.00110917
     143      715000      -0.444882      0.0011014
     144      720000      -0.444787     0.00109787
     145      725000      -0.444757     0.00109068
     146      730000      -0.444796     0.00108388
     147      735000      -0.444842     0.00107748
     148      740000      -0.444956     0.00107626
     149      745000      -0.445053     0.00107335
     150      750000      -0.444988     0.00106817
     151      755000      -0.445007     0.00106126
     152      760000      -0.444887     0.00106106
     153      765000      -0.444898     0.00105415
     154      770000      -0.444974     0.00105007
     155      775000      -0.445038     0.00104522
     156      780000      -0.445009     0.00103889
     157      785000      -0.444965     0.00103321
     158      790000      -0.444858     0.00103217
     159      795000      -0.444743     0.00103206
     160      800000      -0.444671     0.00102811
     161      805000       -0.44458     0.00102576
     162      810000      -0.444615        0.00102
     163      815000      -0.444701     0.00101738
     164      820000      -0.444636     0.00101325
     165      825000      -0.444625     0.00100716
     166      830000      -0.444643     0.00100123
     167      835000      -0.444744     0.00100035
     168      840000      -0.444806    0.000996292
     169      845000      -0.444774     0.00099088
     170      850000      -0.444888    0.000991544
     171      855000      -0.444716      0.0010006
     172      860000      -0.444722    0.000994784
     173      865000      -0.444783     0.00099089
     174      870000      -0.444706    0.000988181
     175      875000      -0.444674    0.000983037
     176      880000      -0.444657    0.000977587
     177      885000      -0.444449    0.000994026
     178      890000      -0.444347    0.000993681
     179      895000        -0.4444    0.000989548
     180      900000      -0.444217     0.00100098
     181      905000      -0.444262    0.000996463
     182      910000      -0.444218    0.000991962
     183      915000      -0.444253    0.000987149
     184      920000      -0.444396    0.000992179
     185      925000      -0.444379    0.000986953
     186      930000      -0.444442    0.000983651
     187      935000       -0.44458     0.00098809
     188      940000      -0.444607    0.000983202
     189      945000      -0.444659    0.000979326
     190      950000      -0.444505    0.000986161
     191      955000      -0.444492    0.000981081
     192      960000      -0.444435    0.000977615
     193      965000      -0.444426    0.000972578
     194      970000      -0.444339    0.000971433
     195      975000      -0.444277    0.000968392
     196      980000      -0.444166    0.000969872
     197      985000       -0.44422    0.000966479
     198      990000      -0.444258     0.00096233
     199      995000      -0.444303    0.000958522
     200     1000000      -0.444186    0.000960898
