0 0.0111215 0
100 0.0171924 0.00607093
200 0.0151199 0.00407195
300 0.00698715 0.00862738
400 0.00453666 0.00711786
500 0.0076201 0.00657902
600 0.00173788 0.00809427
700 0.00316467 0.00715358
800 0.00727439 0.00752938
900 0.0107459 0.00757656
1000 0.0102538 0.0068709
1100 0.00731163 0.00692802
1200 0.00648002 0.00642688
1300 0.00229756 0.00727303
1400 0.00225322 0.00677097
1500 -0.00255761 0.00795357
1600 0.000652845 0.00813167
1700 0.00270357 0.00793615
1800 0.00198818 0.00754085
1900 0.000412601 0.00732533
2000 0.000482631 0.00696813
2100 0.00350106 0.00729738
2200 0.00253406 0.00703962
2300 0.00240245 0.0067412
2400 0.00494821 0.00694904
2500 0.00595164 0.00675141
2600 0.00602114 0.00649692
2700 0.00644663 0.00627503
2800 0.0041641 0.00647073
2900 0.00458929 0.00626576
3000 0.00383079 0.00610756
3100 0.00240148 0.0060839
3200 0.00303531 0.00593062
3300 0.00211095 0.00582733
3400 0.00190405 0.00566217
3500 0.0014066 0.00552508
3600 0.000390584 0.00546888
3700 0.000371719 0.00532305
3800 0.00138128 0.00528214
3900 6.50018e-05 0.005314
4000 -0.000197792 0.00518943
4100 0.000345028 0.00509337
4200 -0.00019654 0.00500291
4300 -8.58412e-05 0.00488914
4400 0.000608127 0.00482937
4500 0.000233134 0.00473808
4600 0.000980462 0.00469602
4700 0.00118082 0.00460151
4800 0.00112131 0.00450702
4900 0.00168497 0.00445179
5000 0.00130091 0.00438049
5100 0.00105734 0.00430233
5200 0.000143111 0.00431826
5300 7.59053e-05 0.00423807
5400 0.000143892 0.00416085
5500 3.88229e-05 0.00408723
5600 -0.000317279 0.00403064
5700 -0.000334666 0.00396058
5800 -0.000703563 0.00391031
5900 -0.000652265 0.00384493
6000 -0.00149997 0.00387523
6100 -0.00157803 0.00381301
6200 -0.00172621 0.00375492
6300 -0.0021265 0.0037174
6400 -0.00137617 0.00373589
6500 -0.0013413 0.00367901
6600 -0.00126491 0.00362449
6700 -0.000551158 0.00364143
6800 -0.000631129 0.00358916
6900 -0.00158178 0.00366302
7000 -0.00148426 0.00361238
7100 -0.00126797 0.00356841
7200 -0.000765255 0.00355492
7300 -0.000984731 0.00351341
7400 -0.00105815 0.00346703
7500 -0.000668967 0.00344317
7600 -0.000420652 0.00340722
7700 -0.00048024 0.00336378
7800 -0.000968289 0.0033566
7900 -0.00036746 0.00336839
8000 -1.65212e-05 0.00334501
8100 -0.000213032 0.0033098
8200 -0.000447819 0.0032781
8300 -0.000490821 0.00323913
8400 0.000225127 0.00327989
8500 4.9168e-05 0.0032463
8600 9.9511e-05 0.00320916
8700 0.000521112 0.00320037
8800 0.000693327 0.00316889
8900 0.000261344 0.00316312
9000 0.000737483 0.0031642
9100 0.000801762 0.00313028
9200 0.000748254 0.0030969
9300 0.00101415 0.00307529
9400 0.00102524 0.00304277
9500 0.000759436 0.00302261
9600 0.00101145 0.00300189
9700 0.00083221 0.0029765
9800 0.00120519 0.0029698
9900 0.000889452 0.00295685
