#     BLOCK:   VELOCITY:     AVE_POFV:       ERROR:
          21     5.09398    0.398798   0.0669642
          21     5.32037    0.252024   0.0498698
          21     5.54677    0.121655    0.026287
          21     5.77317   0.0690119   0.0220376
          21     5.99957   0.0407738   0.0215504
          21     6.22597   0.0108095     0.01026
          21     6.45237 0.000357143 0.000348536
          21     6.67877           0           0
          22    0.113199   0.0762614   0.0209729
          22    0.339598    0.676011   0.0777907
          22    0.565997     1.67624    0.116332
          22    0.792396     3.34036    0.177457
          22      1.0188      4.6782    0.263042
          22     1.24519      6.1534    0.306058
          22     1.47159      7.7543    0.329039
          22     1.69799     8.75833    0.278103
          22     1.92439     9.16813    0.321981
          22     2.15079     9.29444    0.278783
          22     2.37719     10.2216    0.885436
          22     2.60359     9.52817    0.710465
          22     2.82999      8.1395    0.266592
          22     3.05639     6.30925    0.227707
          22     3.28278     5.68747    0.255619
          22     3.50918     4.73745    0.190641
          22     3.73558     3.65331    0.182537
          22     3.96198     2.61985    0.119832
          22     4.18838     1.84072   0.0943531
          22     4.41478     1.25569    0.103745
          22     4.64118    0.928886    0.117807
          22     4.86758    0.649591    0.112278
          22     5.09398     0.38067   0.0663285
          22     5.32037    0.240568   0.0489011
          22     5.54677    0.116125   0.0256672
          22     5.77317    0.065875    0.021258
          22     5.99957   0.0389205   0.0206504
          22     6.22597   0.0103182  0.00980542
          22     6.45237 0.000340909 0.000333071
          22     6.67877           0           0
          23    0.113199   0.0729457   0.0203214
          23    0.339598    0.656196    0.076891
          23    0.565997     1.66891    0.111504
          23    0.792396     3.27215    0.182381
          23      1.0188     4.61035    0.260211
          23     1.24519     6.07943    0.301556
          23     1.47159     7.79434     0.31716
          23     1.69799     8.72749    0.267716
          23     1.92439     9.11191     0.31285
          23     2.15079     9.35408    0.272966
          23     2.37719     10.2855     0.84924
          23     2.60359     9.69738    0.699435
          23     2.82999     8.20537    0.263013
          23     3.05639     6.37247    0.226412
          23     3.28278     5.68948    0.244513
          23     3.50918      4.6909     0.18795
          23     3.73558     3.64518    0.174781
          23     3.96198     2.63113    0.115152
          23     4.18838      1.8044   0.0969874
          23     4.41478     1.28192    0.102497
          23     4.64118    0.901391    0.115849
          23     4.86758    0.623272    0.110438
          23     5.09398    0.369707   0.0643445
          23     5.32037    0.232446   0.0474447
          23     5.54677    0.111207    0.025018
          23     5.77317   0.0630109   0.0205258
          23     5.99957   0.0372283   0.0198217
          23     6.22597  0.00986957  0.00938935
          23     6.45237 0.000326087 0.000318919
          23     6.67877           0           0
          24    0.113199     0.07075   0.0195929
          24    0.339598    0.652229   0.0737894
          24    0.565997     1.67399    0.106974
          24    0.792396     3.24898    0.176248
          24      1.0188     4.59071    0.250109
          24     1.24519     6.10014    0.289701
          24     1.47159     7.78997    0.303975
          24     1.69799     8.70277      0.2577
          24     1.92439     9.15775    0.303154
          24     2.15079     9.31523    0.264342
          24     2.37719     10.2617    0.814188
          24     2.60359     9.77198    0.674258
          24     2.82999     8.22817     0.25304
          24     3.05639     6.38472    0.217309
          24     3.28278     5.69135    0.234332
          24     3.50918     4.69175    0.180121
          24     3.73558     3.61111    0.170787
          24     3.96198      2.6186    0.111033
          24     4.18838     1.77798   0.0964784
          24     4.41478     1.32035    0.105184
          24     4.64118    0.912677    0.111571
          24     4.86758    0.625156    0.105853
          24     5.09398    0.366781   0.0617299
          24     5.32037     0.22276   0.0464459
          24     5.54677    0.106573   0.0244009
          24     5.77317   0.0603854   0.0198377
          24     5.99957   0.0356771   0.0190564
          24     6.22597  0.00945833  0.00900713
          24     6.45237   0.0003125  0.00030592
          24     6.67877           0           0
          25    0.113199     0.06823   0.0189706
          25    0.339598     0.64952   0.0708876
          25    0.565997     1.66631     0.10297
          25    0.792396     3.22574    0.170723
          25      1.0188     4.61339    0.241131
          25     1.24519     6.11466    0.278476
          25     1.47159     7.72748     0.29817
          25     1.69799     8.81547    0.270916
          25     1.92439      9.2229    0.297946
          25     2.15079     9.39284    0.264917
          25     2.37719     10.2237    0.782507
          25     2.60359     9.66843    0.655191
          25     2.82999     8.16334    0.251085
          25     3.05639     6.45297    0.219073
          25     3.28278     5.60284    0.241097
          25     3.50918     4.68269    0.173144
          25     3.73558     3.60429    0.164092
          25     3.96198     2.62952    0.107127
          25     4.18838     1.78828   0.0931676
          25     4.41478     1.31442    0.101144
          25     4.64118     0.90919    0.107162
          25     4.86758     0.64982    0.104452
          25     5.09398     0.37949   0.0605548
          25     5.32037     0.21756   0.0448782
          25     5.54677     0.10489   0.0234828
          25     5.77317     0.06496   0.0195646
          25     5.99957     0.03652   0.0183128
          25     6.22597     0.01026  0.00868245
          25     6.45237      0.0003 0.000293939
          25     6.67877           0           0
          26    0.113199   0.0686538   0.0182457
          26    0.339598    0.643971   0.0683779
          26    0.565997     1.66295   0.0990643
          26    0.792396     3.20842    0.165033
          26      1.0188     4.60359    0.232056
          26     1.24519     6.13126     0.26826
          26     1.47159     7.75189      0.2877
          26     1.69799      8.8305    0.260913
          26     1.92439     9.22963    0.286563
