#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         664     -0.5184   -0.457698  0.00476732
         665       -0.52   -0.457791  0.00476108
         666       -0.44   -0.457765    0.004754
         667     -0.5192   -0.457857  0.00474777
         668     -0.6008   -0.458071  0.00474548
         669     -0.5184   -0.458161  0.00473924
         670     -0.5208   -0.458254  0.00473309
         671      -0.604   -0.458472  0.00473102
         672     -0.7656   -0.458929    0.004746
         673      -0.364   -0.458788  0.00474105
         674     -0.2848   -0.458529  0.00474103
         675     -0.3632   -0.458388  0.00473611
         676     -0.6048   -0.458605  0.00473406
         677     -0.3672    -0.45847  0.00472899
         678      -0.204   -0.458094  0.00473689
         679      -0.444   -0.458074  0.00472995
         680     -0.1992   -0.457693  0.00473829
         681     -0.5192   -0.457783   0.0047322
         682     -0.5992   -0.457991   0.0047298
         683     -0.4384   -0.457962  0.00472296
         684     -0.2784   -0.457699  0.00472335
         685     -0.4384   -0.457671  0.00471654
         686     -0.5968   -0.457874  0.00471402
         687     -0.6792   -0.458196  0.00471815
         688     -0.5984     -0.4584  0.00471569
         689     -0.4376    -0.45837  0.00470895
         690     -0.4368   -0.458339  0.00470223
         691     -0.5168   -0.458423  0.00469618
         692     -0.5952   -0.458621  0.00469355
         693      -0.516   -0.458704  0.00468751
         694      -0.356   -0.458556  0.00468309
         695     -0.5248   -0.458651  0.00467732
         696      -0.524   -0.458745  0.00467154
         697     -0.4464   -0.458727  0.00466488
         698     -0.6072    -0.45894  0.00466304
         699     -0.6912   -0.459272  0.00466819
         700     -0.6112   -0.459489  0.00466657
         701     -0.6928   -0.459822  0.00467176
         702      -0.448   -0.459805  0.00466514
         703     -0.6048   -0.460011  0.00466306
         704     -0.3608    -0.45987  0.00465856
         705       -0.36   -0.459729  0.00465411
         706     -0.1976   -0.459358   0.0046623
         707     -0.2768   -0.459099  0.00466285
         708     -0.2792   -0.458845  0.00466319
         709       -0.28   -0.458593  0.00466343
         710     -0.3624   -0.458457  0.00465883
         711     -0.3672   -0.458329  0.00465404
         712     -0.6056   -0.458536   0.0046521
         713     -0.6832   -0.458851  0.00465623
         714     -0.4384   -0.458822   0.0046498
         715     -0.4408   -0.458797  0.00464337
         716     -0.4448   -0.458778  0.00463692
         717     -0.4464    -0.45876  0.00463049
         718     -0.4488   -0.458747  0.00462406
         719     -0.4456   -0.458728  0.00461766
         720      -0.448   -0.458713  0.00461127
         721     -0.4456   -0.458695  0.00460491
         722      -0.604   -0.458896  0.00460293
         723     -0.3656   -0.458767  0.00459837
         724     -0.4472   -0.458751  0.00459205
         725     -0.6048   -0.458953  0.00459013
         726     -0.2824    -0.45871  0.00459025
         727     -0.4416   -0.458686  0.00458399
         728     -0.4448   -0.458667  0.00457774
         729     -0.2856    -0.45843  0.00457761
         730     -0.5288   -0.458526  0.00457235
         731     -0.4424   -0.458504  0.00456615
         732     -0.5256   -0.458596  0.00456083
         733      -0.524   -0.458685  0.00455548
         734      -0.444   -0.458665  0.00454932
         735     -0.3672    -0.45854  0.00454483
         736     -0.4432    -0.45852  0.00453871
         737     -0.3648   -0.458392  0.00453433
         738     -0.3672   -0.458269  0.00452987
         739     -0.4432   -0.458248  0.00452379
         740     -0.4432   -0.458228  0.00451772
         741        -0.6   -0.458419  0.00451567
         742      -0.356   -0.458281  0.00451169
         743     -0.3552   -0.458143  0.00450775
         744     -0.6016   -0.458335  0.00450582
         745     -0.5984   -0.458523  0.00450369
         746      -0.356   -0.458386  0.00449975
         747      -0.516   -0.458463  0.00449439
         748     -0.6776   -0.458756  0.00449792
         749     -0.6008   -0.458946  0.00449591
         750     -0.2792   -0.458706   0.0044963
         751     -0.3592   -0.458574  0.00449226
         752     -0.1944   -0.458222      0.0045
         753     -0.1152   -0.457767  0.00451702
         754      -0.356   -0.457632  0.00451305
         755      -0.356   -0.457497  0.00450908
         756      -0.432   -0.457463  0.00450324
         757      -0.356   -0.457329  0.00449929
         758     -0.4368   -0.457302  0.00449343
         759      -0.444   -0.457285  0.00448755
         760      -0.604   -0.457478  0.00448579
         761     -0.2824   -0.457248  0.00448579
         762     -0.5224   -0.457333  0.00448072
         763     -0.4392    -0.45731  0.00447491
         764     -0.3568   -0.457178  0.00447099
         765     -0.4352   -0.457149  0.00446523
         766       -0.44   -0.457127  0.00445946
         767     -0.6824   -0.457421  0.00446331
         768     -0.6032    -0.45761  0.00446153
         769     -0.6824   -0.457903   0.0044653
         770     -0.5216   -0.457985  0.00446026
         771     -0.4432   -0.457966  0.00445452
         772     -0.6776   -0.458251  0.00445782
         773      -0.672   -0.458527  0.00446063
         774      -0.592     -0.4587  0.00445819
         775     -0.4344   -0.458668  0.00445255
         776     -0.5952   -0.458844  0.00445029
         777     -0.3536   -0.458709  0.00444662
         778     -0.1992   -0.458375   0.0044534
         779     -0.2784   -0.458144  0.00445367
         780      -0.516   -0.458218  0.00444858
         781     -0.3584   -0.458091  0.00444472
         782       -0.44   -0.458068   0.0044391
         783     -0.3592   -0.457941  0.00443522
         784      -0.436   -0.457913  0.00442965
         785     -0.4352   -0.457884  0.00442411
         786      -0.436   -0.457856  0.00441856
         787     -0.4432   -0.457838  0.00441299
         788     -0.4432   -0.457819  0.00440743
         789     -0.4408   -0.457798  0.00440189
         790      -0.524   -0.457882  0.00439712
         791     -0.5176   -0.457957  0.00439221
         792       -0.52   -0.458035  0.00438736
         793     -0.5176    -0.45811  0.00438247
         794       -0.36   -0.457987  0.00437869
         795     -0.2784   -0.457761  0.00437901
         796     -0.3552   -0.457632   0.0043754
         797      -0.352     -0.4575  0.00437192
         798      -0.432   -0.457468  0.00436656
         799     -0.3512   -0.457335  0.00436312
         800     -0.4352   -0.457307  0.00435775
         801     -0.4416   -0.457287  0.00435236
         802     -0.2024    -0.45697  0.00435852
         803     -0.4392   -0.456947  0.00435315
         804     -0.4392   -0.456925  0.00434779
         805     -0.3624   -0.456808  0.00434397
         806     -0.6832   -0.457089  0.00434765
         807     -0.3584   -0.456967  0.00434399
         808     -0.2008    -0.45665  0.00435016
         809     -0.2816   -0.456433  0.00435016
         810     -0.3568    -0.45631  0.00434653
         811     -0.5152   -0.456383  0.00434178
         812     -0.2008   -0.456068  0.00434783
         813     -0.1216   -0.455657   0.0043619
         814     -0.3608    -0.45554   0.0043581
         815     -0.5176   -0.455616  0.00435342
         816     -0.4384   -0.455595  0.00434813
         817     -0.4352    -0.45557  0.00434288
         818     -0.4344   -0.455544  0.00433765
         819     -0.5208   -0.455624  0.00433308
         820     -0.2024   -0.455315  0.00433879
         821     -0.4384   -0.455295  0.00433355
         822       -0.44   -0.455276  0.00432832
         823     -0.5208   -0.455356   0.0043238
         824     -0.3584   -0.455238  0.00432015
         825     -0.5984   -0.455411   0.0043184
         826     -0.3592   -0.455295  0.00431474
         827     -0.4408   -0.455277  0.00430956
         828     -0.4392   -0.455258   0.0043044
         829     -0.6008   -0.455434  0.00430278
         830     -0.6072   -0.455616  0.00430148
         831     -0.6048   -0.455796  0.00430005
         832     -0.6048   -0.455975  0.00429861
         833      -0.688   -0.456254  0.00430246
         834     -0.4464   -0.456242  0.00429732
         835      -0.204    -0.45594  0.00430278
         836      -0.204   -0.455638  0.00430817
         837     -0.4464   -0.455627  0.00430304
         838     -0.4464   -0.455616  0.00429792
         839     -0.4416     -0.4556  0.00429283
         840     -0.2016   -0.455297  0.00429836
         841     -0.6024   -0.455472   0.0042968
         842     -0.5264   -0.455556  0.00429252
         843      -0.204   -0.455258  0.00429779
         844     -0.2872   -0.455059  0.00429731
         845      -0.368   -0.454956  0.00429346
         846     -0.3664   -0.454851  0.00428966
         847     -0.4504   -0.454846   0.0042846
         848     -0.4472   -0.454837  0.00427956
         849     -0.3664   -0.454733  0.00427578
         850     -0.3664   -0.454629  0.00427201
         851     -0.2016   -0.454331  0.00427733
         852     -0.4384   -0.454313  0.00427235
         853     -0.2816    -0.45411  0.00427214
         854     -0.2832    -0.45391  0.00427182
         855     -0.1232   -0.453523   0.0042843
         856     -0.4488   -0.453518   0.0042793
         857      -0.204   -0.453227   0.0042842
         858     -0.3648   -0.453124  0.00428044
         859     -0.5264   -0.453209  0.00427631
         860     -0.5272   -0.453295   0.0042722
         861     -0.2808   -0.453095  0.00427194
         862     -0.3664   -0.452994  0.00426816
         863     -0.4432   -0.452983  0.00426323
         864     -0.3656   -0.452881   0.0042595
         865     -0.6024   -0.453054  0.00425808
         866     -0.2808   -0.452855  0.00425781
         867     -0.5176    -0.45293  0.00425355
         868     -0.4344   -0.452909   0.0042487
         869       -0.28    -0.45271  0.00424847
         870     -0.4384   -0.452693  0.00424362
         871     -0.5968   -0.452859  0.00424197
         872     -0.5144   -0.452929  0.00423769
         873      -0.432   -0.452905  0.00423291
         874     -0.4352   -0.452885  0.00422811
         875     -0.3568   -0.452775  0.00422471
         876      -0.676    -0.45303  0.00422756
         877     -0.5128   -0.453098  0.00422329
         878     -0.5144   -0.453168  0.00421906
         879     -0.5136   -0.453237  0.00421482
         880     -0.4344   -0.453215  0.00421008
         881     -0.6712   -0.453463  0.00421257
         882      -0.516   -0.453534  0.00420839
         883     -0.2728   -0.453329   0.0042086
         884     -0.5928   -0.453487  0.00420679
         885     -0.5936   -0.453645  0.00420502
         886     -0.2792   -0.453448  0.00420488
         887     -0.2824   -0.453255  0.00420456
         888     -0.5208   -0.453332  0.00420051
         889     -0.4352   -0.453311  0.00419583
         890      -0.276   -0.453112  0.00419585
         891     -0.4376   -0.453095  0.00419117
         892      -0.436   -0.453075  0.00418652
         893     -0.6744   -0.453323  0.00418916
         894     -0.5128    -0.45339    0.004185
         895     -0.5192   -0.453463  0.00418097
         896     -0.3584   -0.453357  0.00417765
         897     -0.5208   -0.453432  0.00417367
         898     -0.3632   -0.453332  0.00417023
         899     -0.5208   -0.453407  0.00416627
         900     -0.6008   -0.453571  0.00416486
         901      -0.524   -0.453649  0.00416097
         902     -0.4472   -0.453642  0.00415636
         903     -0.5272   -0.453723  0.00415256
         904     -0.6872   -0.453981  0.00415599
         905     -0.4464   -0.453973   0.0041514
         906     -0.5232   -0.454049  0.00414753
         907     -0.6064   -0.454217  0.00414635
         908     -0.4472    -0.45421  0.00414179
         909     -0.6896   -0.454469  0.00414532
         910     -0.4496   -0.454463  0.00414077
         911      -0.612   -0.454636  0.00413984
         912      -0.528   -0.454717  0.00413608
         913     -0.4416   -0.454702  0.00413157
         914     -0.5248   -0.454779  0.00412777
         915     -0.2816    -0.45459  0.00412759
         916     -0.4432   -0.454577   0.0041231
         917      -0.524   -0.454653   0.0041193
         918     -0.4448   -0.454642  0.00411483
         919     -0.4424   -0.454629  0.00411037
         920     -0.3632    -0.45453  0.00410711
         921     -0.2832   -0.454344  0.00410686
         922     -0.1208   -0.453982  0.00411831
         923     -0.5248   -0.454059  0.00411456
         924     -0.3632    -0.45396  0.00411128
         925     -0.3632   -0.453862  0.00410801
         926      -0.524   -0.453938  0.00410427
         927     -0.4408   -0.453924  0.00409987
         928     -0.1992   -0.453649  0.00410463
         929     -0.3568   -0.453545  0.00410153
         930     -0.3576   -0.453442  0.00409842
         931     -0.2768   -0.453252  0.00409841
         932      -0.756   -0.453577  0.00410686
         933     -0.5952   -0.453729  0.00410526
         934     -0.3552   -0.453623  0.00410222
         935     -0.3568    -0.45352  0.00409914
         936     -0.4344   -0.453499  0.00409481
         937       -0.36   -0.453399  0.00409166
         938      -0.364   -0.453304  0.00408841
         939     -0.4488   -0.453299  0.00408406
         940     -0.6088   -0.453465  0.00408306
         941     -0.4488    -0.45346  0.00407872
         942     -0.4472   -0.453453   0.0040744
         943     -0.3632   -0.453357   0.0040712
         944     -0.4448   -0.453348   0.0040669
         945     -0.4408   -0.453335  0.00406262
         946     -0.5968   -0.453487  0.00406115
         947     -0.5168   -0.453554  0.00405742
         948     -0.5976   -0.453705  0.00405598
         949       -0.52   -0.453775  0.00405231
         950     -0.3576   -0.453674  0.00404931
         951     -0.5184   -0.453742  0.00404562
         952     -0.6776   -0.453977   0.0040482
         953     -0.5136    -0.45404  0.00404443
         954     -0.5168   -0.454106  0.00404073
         955     -0.5144   -0.454169  0.00403699
         956     -0.5168   -0.454234   0.0040333
         957       -0.36   -0.454136  0.00403029
         958     -0.4416   -0.454123   0.0040261
         959       -0.28   -0.453941    0.004026
         960     -0.4368   -0.453923  0.00402184
         961     -0.4408    -0.45391  0.00401768
         962     -0.5224   -0.453981  0.00401413
         963     -0.6024   -0.454135  0.00401292
         964       -0.52   -0.454203  0.00400934
         965     -0.5216   -0.454273   0.0040058
         966     -0.6016   -0.454426  0.00400455
         967     -0.4384   -0.454409  0.00400044
         968        -0.6    -0.45456  0.00399914
         969     -0.4384   -0.454543  0.00399505
         970       -0.36   -0.454445  0.00399212
         971       -0.28   -0.454266  0.00399204
         972      -0.352    -0.45416  0.00398932
         973     -0.3584   -0.454062  0.00398644
         974       -0.44   -0.454048  0.00398237
         975     -0.6024     -0.4542  0.00398119
         976       -0.52   -0.454267  0.00397768
         977     -0.3632   -0.454174   0.0039747
         978     -0.4488   -0.454169  0.00397064
         979      -0.604   -0.454322  0.00396954
         980     -0.4368   -0.454304  0.00396553
         981     -0.5176   -0.454368  0.00396201
         982     -0.4384   -0.454352  0.00395801
         983     -0.5192   -0.454418  0.00395453
         984      -0.592   -0.454558  0.00395298
         985     -0.6752   -0.454782  0.00395531
         986     -0.4392   -0.454766  0.00395133
         987     -0.4368   -0.454748  0.00394737
         988     -0.6032   -0.454898  0.00394623
         989     -0.5232   -0.454967  0.00394285
         990     -0.6056   -0.455119   0.0039418
         991     -0.2824   -0.454945  0.00394167
         992     -0.2752   -0.454764  0.00394186
         993     -0.5184   -0.454828  0.00393841
         994     -0.3624   -0.454735  0.00393555
         995     -0.5248   -0.454805  0.00393222
         996     -0.4384   -0.454789  0.00392831
         997     -0.4368   -0.454771  0.00392441
         998      -0.436   -0.454752  0.00392052
         999     -0.2752   -0.454572  0.00392072
        1000     -0.2816   -0.454399  0.00392061
