#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
          92 9.76739e+08 9.76739e+08     6.77592
          93 9.76739e+08 9.76739e+08     7.03906
          94 9.76739e+08 9.76739e+08     7.00152
          95 9.76739e+08 9.76739e+08     7.15542
          96 9.76739e+08 9.76739e+08     7.11805
          97 9.76739e+08 9.76739e+08     7.17384
          98 9.76739e+08 9.76739e+08     7.13714
          99 9.76739e+08 9.76739e+08      7.2808
         100 9.76739e+08 9.76739e+08     7.24431
         101 9.76739e+08 9.76739e+08     7.46742
         102 9.76739e+08 9.76739e+08     7.43073
         103 9.76739e+08 9.76739e+08     7.56076
         104 9.76739e+08 9.76739e+08     7.52432
         105 9.76739e+08 9.76739e+08      7.4884
         106 9.76739e+08 9.76739e+08      7.6133
         107 9.76739e+08 9.76739e+08     7.57764
         108 9.76739e+08 9.76739e+08     7.62063
         109 9.76739e+08 9.76739e+08      7.5856
         110 9.76739e+08 9.76739e+08      7.6277
         111 9.76739e+08 9.76739e+08     7.74364
         112 9.76739e+08 9.76739e+08     7.70899
         113 9.76739e+08 9.76739e+08     7.67481
         114 9.76739e+08 9.76739e+08     7.78663
         115 9.76739e+08 9.76739e+08      7.7527
         116 9.76739e+08 9.76739e+08     7.71921
         117 9.76739e+08 9.76739e+08     7.82719
         118 9.76739e+08 9.76739e+08     7.79396
         119 9.76739e+08 9.76739e+08     7.76114
         120 9.76739e+08 9.76739e+08     7.86554
         121 9.76739e+08 9.76739e+08     7.83297
         122 9.76739e+08 9.76739e+08     7.86776
         123 9.76739e+08 9.76739e+08     7.96741
         124 9.76739e+08 9.76739e+08     7.93522
         125 9.76739e+08 9.76739e+08     7.90342
         126 9.76739e+08 9.76739e+08     7.87199
         127 9.76739e+08 9.76739e+08     7.90495
         128 9.76739e+08 9.76739e+08     7.87401
         129 9.76739e+08 9.76739e+08     7.84343
         130 9.76739e+08 9.76739e+08     7.93822
         131 9.76739e+08 9.76739e+08     7.90787
         132 9.76739e+08 9.76739e+08     7.87786
         133 9.76739e+08 9.76739e+08     7.84818
         134 9.76739e+08 9.76739e+08     7.94007
         135 9.76739e+08 9.76739e+08     7.91061
         136 9.76739e+08 9.76739e+08     7.94096
         137 9.76739e+08 9.76739e+08     7.91192
         138 9.76739e+08 9.76739e+08           8
         139 9.76739e+08 9.76739e+08     7.97117
         140 9.76739e+08 9.76739e+08     7.94265
         141 9.76739e+08 9.76739e+08     7.91444
         142 9.76739e+08 9.76739e+08     7.88652
         143 9.76739e+08 9.76739e+08     7.74416
         144 9.76739e+08 9.76739e+08     7.60117
         145 9.76739e+08 9.76739e+08     7.57491
         146 9.76739e+08 9.76739e+08     7.43188
         147 9.76739e+08 9.76739e+08     7.34754
         148 9.76739e+08 9.76739e+08     7.32268
         149 9.76739e+08 9.76739e+08     7.17939
         150 9.76739e+08 9.76739e+08     7.03515
         151 9.76739e+08 9.76739e+08     7.01182
         152 9.76739e+08 9.76739e+08     6.86716
         153 9.76739e+08 9.76739e+08     6.84468
         154 9.76739e+08 9.76739e+08     6.76123
         155 9.76739e+08 9.76739e+08     6.67784
         156 9.76739e+08 9.76739e+08     6.53197
         157 9.76739e+08 9.76739e+08     6.44823
         158 9.76739e+08 9.76739e+08     6.42779
         159 9.76739e+08 9.76739e+08     6.28065
         160 9.76739e+08 9.76739e+08     6.26099
         161 9.76739e+08 9.76739e+08     6.11281
         162 9.76739e+08 9.76739e+08     6.09392
         163 9.76739e+08 9.76739e+08     5.94453
         164 9.76739e+08 9.76739e+08     5.92638
         165 9.76739e+08 9.76739e+08      5.7756
         166 9.76739e+08 9.76739e+08     5.75818
         167 9.76739e+08 9.76739e+08     5.67377
         168 9.76739e+08 9.76739e+08     5.65685
         169 9.76739e+08 9.76739e+08     5.50417
         170 9.76739e+08 9.76739e+08     5.48795
         171 9.76739e+08 9.76739e+08     5.40305
         172 9.76739e+08 9.76739e+08     5.38732
         173 9.76739e+08 9.76739e+08     5.23218
         174 9.76739e+08 9.76739e+08     5.21712
         175 9.76739e+08 9.76739e+08      5.2022
         176 9.76739e+08 9.76739e+08     5.04525
         177 9.76739e+08 9.76739e+08     5.03098
         178 9.76739e+08 9.76739e+08     4.87138
         179 9.76739e+08 9.76739e+08     4.85775
         180 9.76739e+08 9.76739e+08     4.77028
         181 9.76739e+08 9.76739e+08     4.75708
         182 9.76739e+08 9.76739e+08       4.744
         183 9.76739e+08 9.76739e+08     4.58079
         184 9.76739e+08 9.76739e+08     4.56832
         185 9.76739e+08 9.76739e+08     4.40147
         186 9.76739e+08 9.76739e+08     4.38963
         187 9.76739e+08 9.76739e+08     4.37787
         188 9.76739e+08 9.76739e+08     4.20739
         189 9.76739e+08 9.76739e+08     4.19624
         190 9.76739e+08 9.76739e+08       4.021
         191 9.76739e+08 9.76739e+08     4.01046
         192 9.76739e+08 9.76739e+08           4
         193 9.76739e+08 9.76739e+08     3.90562
         194 9.76739e+08 9.76739e+08     3.89554
         195 9.76739e+08 9.76739e+08     3.88554
         196 9.76739e+08 9.76739e+08     3.70328
         197 9.76739e+08 9.76739e+08      3.7808
         198 9.76739e+08 9.76739e+08     3.77124
         199 9.76739e+08 9.76739e+08     3.58669
         200 9.76739e+08 9.76739e+08     3.57771
         201 9.76739e+08 9.76739e+08      3.5688
         202 9.76739e+08 9.76739e+08     3.37727
         203 9.76739e+08 9.76739e+08     3.36894
         204 9.76739e+08 9.76739e+08     3.36067
         205 9.76739e+08 9.76739e+08     3.16073
         206 9.76739e+08 9.76739e+08     3.15305
         207 9.76739e+08 9.76739e+08     3.14543
         208 9.76739e+08 9.76739e+08      2.9352
         209 9.76739e+08 9.76739e+08     2.92817
         210 9.76739e+08 9.76739e+08     2.92119
         211 9.76739e+08 9.76739e+08     2.80825
         212 9.76739e+08 9.76739e+08     2.80162
         213 9.76739e+08 9.76739e+08     2.79503
         214 9.76739e+08 9.76739e+08     2.56504
         215 9.76739e+08 9.76739e+08     2.55907
         216 9.76739e+08 9.76739e+08     2.55314
         217 9.76739e+08 9.76739e+08     2.54725
         218 9.76739e+08 9.76739e+08     2.29878
         219 9.76739e+08 9.76739e+08     2.29353
         220 9.76739e+08 9.76739e+08     2.28831
         221 9.76739e+08 9.76739e+08     2.01353
         222 9.76739e+08 9.76739e+08     2.00899
         223 9.76739e+08 9.76739e+08     2.00448
         224 9.76739e+08 9.76739e+08           2
         225 9.76739e+08 9.76739e+08     1.68655
         226 9.76739e+08 9.76739e+08     1.68281
         227 9.76739e+08 9.76739e+08      1.6791
         228 9.76739e+08 9.76739e+08     1.67542
         229 9.76739e+08 9.76739e+08     1.49526
         230 9.76739e+08 9.76739e+08     1.49201
         231 9.76739e+08 9.76739e+08     1.48877
         232 9.76739e+08 9.76739e+08     1.05045
         233 9.76739e+08 9.76739e+08     1.28377
         234 9.76739e+08 9.76739e+08     1.28103
         235 9.76739e+08 9.76739e+08      1.2783
         236 9.76739e+08 9.76739e+08     0.73646
         237 9.76739e+08 9.76739e+08    0.734904
         238 9.76739e+08 9.76739e+08    0.733359
         239 9.76739e+08 9.76739e+08    0.731823
         240 9.76739e+08 9.76739e+08    0.730297
         241 9.76739e+08 9.76739e+08     0.72878
         242 9.76739e+08 9.76739e+08    0.727273
         243 9.76739e+08 9.76739e+08    0.725775
         244 9.76739e+08 9.76739e+08    0.724286
         245 9.76739e+08 9.76739e+08     1.25194
         246 9.76739e+08 9.76739e+08     1.24939
         247 9.76739e+08 9.76739e+08     1.24686
         248 9.76739e+08 9.76739e+08     1.24434
         249 9.76739e+08 9.76739e+08     1.60321
         250 9.76739e+08 9.76739e+08         1.6
         251 9.76739e+08 9.76739e+08     1.59681
         252 9.76739e+08 9.76739e+08     1.59364
         253 9.76739e+08 9.76739e+08     1.59049
         254 9.76739e+08 9.76739e+08     1.73886
         255 9.76739e+08 9.76739e+08     1.73544
         256 9.76739e+08 9.76739e+08     1.73205
         257 9.76739e+08 9.76739e+08     1.72868
         258 9.76739e+08 9.76739e+08     1.72532
         259 9.76739e+08 9.76739e+08     1.98838
         260 9.76739e+08 9.76739e+08     1.98456
         261 9.76739e+08 9.76739e+08     1.98075
         262 9.76739e+08 9.76739e+08     1.97697
         263 9.76739e+08 9.76739e+08      1.9732
         264 9.76739e+08 9.76739e+08     2.20193
         265 9.76739e+08 9.76739e+08     2.19777
         266 9.76739e+08 9.76739e+08     2.19363
         267 9.76739e+08 9.76739e+08     2.18952
         268 9.76739e+08 9.76739e+08     2.18543
         269 9.76739e+08 9.76739e+08     2.38957
         270 9.76739e+08 9.76739e+08     2.38514
         271 9.76739e+08 9.76739e+08     2.38073
         272 9.76739e+08 9.76739e+08     2.37635
         273 9.76739e+08 9.76739e+08       2.372
         274 9.76739e+08 9.76739e+08     2.36767
         275 9.76739e+08 9.76739e+08     2.55272
         276 9.76739e+08 9.76739e+08     2.54809
         277 9.76739e+08 9.76739e+08     2.54348
         278 9.76739e+08 9.76739e+08     2.53891
         279 9.76739e+08 9.76739e+08     2.53435
         280 9.76739e+08 9.76739e+08     2.61861
         281 9.76739e+08 9.76739e+08     2.61395
         282 9.76739e+08 9.76739e+08     2.52084
         283 9.76739e+08 9.76739e+08     2.32971
         284 9.76739e+08 9.76739e+08     2.32561
         285 9.76739e+08 9.76739e+08      2.0105
         286 9.76739e+08 9.76739e+08     1.76999
         287 9.76739e+08 9.76739e+08     1.49331
         288 9.76739e+08 9.76739e+08     1.49071
         289 9.76739e+08 9.76739e+08     1.33102
         290 9.76739e+08 9.76739e+08    0.939552
         291 9.76739e+08 9.76739e+08    0.937937
         292 9.76739e+08 9.76739e+08           0
         293 9.76739e+08 9.76739e+08     0.93473
         294 9.76739e+08 9.76739e+08    0.933139
         295 9.76739e+08 9.76739e+08     1.31742
         296 9.76739e+08 9.76739e+08     1.61077
         297 9.76739e+08 9.76739e+08     1.60806
         298 9.76739e+08 9.76739e+08     1.73399
         299 9.76739e+08 9.76739e+08     1.96287
         300 9.76739e+08 9.76739e+08     1.95959
         301 9.76739e+08 9.76739e+08     2.16281
         302 9.76739e+08 9.76739e+08     2.34732
         303 9.76739e+08 9.76739e+08     2.34345
         304 9.76739e+08 9.76739e+08     2.51312
         305 9.76739e+08 9.76739e+08     2.59128
         306 9.76739e+08 9.76739e+08     2.58705
         307 9.76739e+08 9.76739e+08      2.7395
         308 9.76739e+08 9.76739e+08     2.73505
         309 9.76739e+08 9.76739e+08     2.87833
         310 9.76739e+08 9.76739e+08     2.94465
         311 9.76739e+08 9.76739e+08     2.93991
         312 9.76739e+08 9.76739e+08     3.07179
         313 9.76739e+08 9.76739e+08     3.19744
         314 9.76739e+08 9.76739e+08     3.19235
         315 9.76739e+08 9.76739e+08      3.2504
         316 9.76739e+08 9.76739e+08     3.24525
         317 9.76739e+08 9.76739e+08     3.36244
         318 9.76739e+08 9.76739e+08     3.35715
         319 9.76739e+08 9.76739e+08     3.46953
         320 9.76739e+08 9.76739e+08     3.57771
         321 9.76739e+08 9.76739e+08     3.57213
         322 9.76739e+08 9.76739e+08     3.67635
         323 9.76739e+08 9.76739e+08     3.67065
         324 9.76739e+08 9.76739e+08     3.71849
         325 9.76739e+08 9.76739e+08     3.71276
         326 9.76739e+08 9.76739e+08     3.81151
         327 9.76739e+08 9.76739e+08     3.90718
         328 9.76739e+08 9.76739e+08     3.90122
         329 9.76739e+08 9.76739e+08     3.99392
         330 9.76739e+08 9.76739e+08     3.98786
         331 9.76739e+08 9.76739e+08     4.07779
         332 9.76739e+08 9.76739e+08     4.07165
         333 9.76739e+08 9.76739e+08       4.159
         334 9.76739e+08 9.76739e+08     4.15277
         335 9.76739e+08 9.76739e+08     4.19239
         336 9.76739e+08 9.76739e+08     4.18614
         337 9.76739e+08 9.76739e+08     4.26983
         338 9.76739e+08 9.76739e+08     4.26351
         339 9.76739e+08 9.76739e+08       4.345
         340 9.76739e+08 9.76739e+08     4.33861
         341 9.76739e+08 9.76739e+08     4.41804
         342 9.76739e+08 9.76739e+08     4.45379
         343 9.76739e+08 9.76739e+08     4.53043
         344 9.76739e+08 9.76739e+08     4.52384
         345 9.76739e+08 9.76739e+08     4.55816
         346 9.76739e+08 9.76739e+08     4.55157
         347 9.76739e+08 9.76739e+08     4.62545
         348 9.76739e+08 9.76739e+08      4.6188
         349 9.76739e+08 9.76739e+08     4.69103
         350 9.76739e+08 9.76739e+08     4.68432
         351 9.76739e+08 9.76739e+08     4.75496
         352 9.76739e+08 9.76739e+08     4.74821
         353 9.76739e+08 9.76739e+08     4.81734
         354 9.76739e+08 9.76739e+08     4.81053
         355 9.76739e+08 9.76739e+08     4.87824
         356 9.76739e+08 9.76739e+08     4.87138
         357 9.76739e+08 9.76739e+08     4.90127
         358 9.76739e+08 9.76739e+08     4.89442
         359 9.76739e+08 9.76739e+08     4.88759
         360 9.76739e+08 9.76739e+08     4.95311
         361 9.76739e+08 9.76739e+08     4.94625
         362 9.76739e+08 9.76739e+08     5.01049
         363 9.76739e+08 9.76739e+08     5.00358
         364 9.76739e+08 9.76739e+08     5.06659
         365 9.76739e+08 9.76739e+08     5.05964
         366 9.76739e+08 9.76739e+08     5.12148
         367 9.76739e+08 9.76739e+08     5.11449
         368 9.76739e+08 9.76739e+08     5.10754
         369 9.76739e+08 9.76739e+08     5.13451
         370 9.76739e+08 9.76739e+08     5.12756
         371 9.76739e+08 9.76739e+08     5.18759
         372 9.76739e+08 9.76739e+08     5.18061
         373 9.76739e+08 9.76739e+08     5.23957
         374 9.76739e+08 9.76739e+08     5.23256
         375 9.76739e+08 9.76739e+08     5.22558
         376 9.76739e+08 9.76739e+08     5.28345
         377 9.76739e+08 9.76739e+08     5.27644
         378 9.76739e+08 9.76739e+08     5.33333
         379 9.76739e+08 9.76739e+08     5.32629
         380 9.76739e+08 9.76739e+08     5.31928
         381 9.76739e+08 9.76739e+08     5.37516
         382 9.76739e+08 9.76739e+08     5.36812
         383 9.76739e+08 9.76739e+08     5.39219
         384 9.76739e+08 9.76739e+08     5.38516
         385 9.76739e+08 9.76739e+08     5.37817
         386 9.76739e+08 9.76739e+08     5.43258
         387 9.76739e+08 9.76739e+08     5.42556
         388 9.76739e+08 9.76739e+08     5.47911
         389 9.76739e+08 9.76739e+08     5.47206
         390 9.76739e+08 9.76739e+08     5.46504
         391 9.76739e+08 9.76739e+08      5.5177
         392 9.76739e+08 9.76739e+08     5.51066
         393 9.76739e+08 9.76739e+08     5.50364
         394 9.76739e+08 9.76739e+08     5.55544
         395 9.76739e+08 9.76739e+08     5.54841
         396 9.76739e+08 9.76739e+08     5.57048
         397 9.76739e+08 9.76739e+08     5.56346
         398 9.76739e+08 9.76739e+08     5.55647
         399 9.76739e+08 9.76739e+08     5.60701
         400 9.76739e+08 9.76739e+08         5.6
         401 9.76739e+08 9.76739e+08     5.59301
         402 9.76739e+08 9.76739e+08     5.64276
         403 9.76739e+08 9.76739e+08     5.63576
         404 9.76739e+08 9.76739e+08     5.68479
         405 9.76739e+08 9.76739e+08     5.67777
         406 9.76739e+08 9.76739e+08     5.67077
         407 9.76739e+08 9.76739e+08     5.71906
         408 9.76739e+08 9.76739e+08     5.71204
         409 9.76739e+08 9.76739e+08     5.70506
         410 9.76739e+08 9.76739e+08     5.75262
         411 9.76739e+08 9.76739e+08     5.74562
         412 9.76739e+08 9.76739e+08     5.73864
         413 9.76739e+08 9.76739e+08     5.75867
         414 9.76739e+08 9.76739e+08     5.75171
         415 9.76739e+08 9.76739e+08     5.74477
         416 9.76739e+08 9.76739e+08     5.79124
         417 9.76739e+08 9.76739e+08     5.78429
         418 9.76739e+08 9.76739e+08     5.77737
         419 9.76739e+08 9.76739e+08     5.82317
         420 9.76739e+08 9.76739e+08     5.81623
         421 9.76739e+08 9.76739e+08     5.80932
         422 9.76739e+08 9.76739e+08     5.85448
         423 9.76739e+08 9.76739e+08     5.84755
         424 9.76739e+08 9.76739e+08     5.84065
         425 9.76739e+08 9.76739e+08     5.88518
         426 9.76739e+08 9.76739e+08     5.87826
         427 9.76739e+08 9.76739e+08     5.87138
         428 9.76739e+08 9.76739e+08     5.91529
         429 9.76739e+08 9.76739e+08     5.90839
         430 9.76739e+08 9.76739e+08     5.90152
         431 9.76739e+08 9.76739e+08      5.9198
         432 9.76739e+08 9.76739e+08     5.91295
         433 9.76739e+08 9.76739e+08     5.90612
         434 9.76739e+08 9.76739e+08     5.94909
         435 9.76739e+08 9.76739e+08     5.94225
         436 9.76739e+08 9.76739e+08     5.93543
         437 9.76739e+08 9.76739e+08     5.92864
         438 9.76739e+08 9.76739e+08     5.97101
         439 9.76739e+08 9.76739e+08      5.9886
         440 9.76739e+08 9.76739e+08     5.98179
         441 9.76739e+08 9.76739e+08     6.02339
         442 9.76739e+08 9.76739e+08     6.01657
         443 9.76739e+08 9.76739e+08     6.00977
         444 9.76739e+08 9.76739e+08     6.05084
         445 9.76739e+08 9.76739e+08     6.04403
         446 9.76739e+08 9.76739e+08     6.03725
         447 9.76739e+08 9.76739e+08      6.0305
         448 9.76739e+08 9.76739e+08     6.04743
         449 9.76739e+08 9.76739e+08     6.04069
         450 9.76739e+08 9.76739e+08     6.03398
         451 9.76739e+08 9.76739e+08     6.07419
         452 9.76739e+08 9.76739e+08     6.06747
         453 9.76739e+08 9.76739e+08     6.06077
         454 9.76739e+08 9.76739e+08     6.05409
         455 9.76739e+08 9.76739e+08     6.09377
         456 9.76739e+08 9.76739e+08     6.08709
         457 9.76739e+08 9.76739e+08     6.08042
         458 9.76739e+08 9.76739e+08     6.11962
         459 9.76739e+08 9.76739e+08     6.11295
         460 9.76739e+08 9.76739e+08      6.1063
         461 9.76739e+08 9.76739e+08     6.09968
         462 9.76739e+08 9.76739e+08     6.13838
         463 9.76739e+08 9.76739e+08     6.13174
         464 9.76739e+08 9.76739e+08     6.12513
         465 9.76739e+08 9.76739e+08     6.11854
         466 9.76739e+08 9.76739e+08     6.15675
         467 9.76739e+08 9.76739e+08     6.15016
         468 9.76739e+08 9.76739e+08     6.14358
         469 9.76739e+08 9.76739e+08     6.15922
         470 9.76739e+08 9.76739e+08     6.15267
         471 9.76739e+08 9.76739e+08     6.14613
         472 9.76739e+08 9.76739e+08     6.13962
         473 9.76739e+08 9.76739e+08     6.17709
         474 9.76739e+08 9.76739e+08     6.17057
         475 9.76739e+08 9.76739e+08     6.16407
         476 9.76739e+08 9.76739e+08     6.15759
         477 9.76739e+08 9.76739e+08     6.19461
         478 9.76739e+08 9.76739e+08     6.18812
         479 9.76739e+08 9.76739e+08     6.18166
         480 9.76739e+08 9.76739e+08     6.17522
         481 9.76739e+08 9.76739e+08     6.21179
         482 9.76739e+08 9.76739e+08     6.20534
         483 9.76739e+08 9.76739e+08     6.19891
         484 9.76739e+08 9.76739e+08      6.1925
         485 9.76739e+08 9.76739e+08     6.22863
         486 9.76739e+08 9.76739e+08     6.22222
         487 9.76739e+08 9.76739e+08     6.21583
         488 9.76739e+08 9.76739e+08     6.20946
         489 9.76739e+08 9.76739e+08     6.22417
         490 9.76739e+08 9.76739e+08     6.21782
         491 9.76739e+08 9.76739e+08     6.21148
         492 9.76739e+08 9.76739e+08     6.20516
         493 9.76739e+08 9.76739e+08     6.24061
         494 9.76739e+08 9.76739e+08     6.23429
         495 9.76739e+08 9.76739e+08     6.22799
         496 9.76739e+08 9.76739e+08     6.22171
         497 9.76739e+08 9.76739e+08     6.25675
         498 9.76739e+08 9.76739e+08     6.25046
         499 9.76739e+08 9.76739e+08      6.2442
         500 9.76739e+08 9.76739e+08     6.23795
         501 9.76739e+08 9.76739e+08     6.23172
         502 9.76739e+08 9.76739e+08     6.26633
         503 9.76739e+08 9.76739e+08      6.2601
         504 9.76739e+08 9.76739e+08     6.25389
         505 9.76739e+08 9.76739e+08     6.24769
         506 9.76739e+08 9.76739e+08     6.28191
         507 9.76739e+08 9.76739e+08     6.27572
         508 9.76739e+08 9.76739e+08     6.26954
         509 9.76739e+08 9.76739e+08     6.26337
         510 9.76739e+08 9.76739e+08     6.29721
         511 9.76739e+08 9.76739e+08     6.29105
         512 9.76739e+08 9.76739e+08      6.2849
         513 9.76739e+08 9.76739e+08     6.27877
         514 9.76739e+08 9.76739e+08     6.27266
         515 9.76739e+08 9.76739e+08     6.28637
         516 9.76739e+08 9.76739e+08     6.28028
         517 9.76739e+08 9.76739e+08      6.2742
         518 9.76739e+08 9.76739e+08     6.26814
         519 9.76739e+08 9.76739e+08     6.30136
         520 9.76739e+08 9.76739e+08      6.2953
         521 9.76739e+08 9.76739e+08     6.28925
         522 9.76739e+08 9.76739e+08     6.28323
         523 9.76739e+08 9.76739e+08     6.27722
         524 9.76739e+08 9.76739e+08     6.31005
         525 9.76739e+08 9.76739e+08     6.30404
         526 9.76739e+08 9.76739e+08     6.29805
         527 9.76739e+08 9.76739e+08     6.29207
         528 9.76739e+08 9.76739e+08     6.28611
         529 9.76739e+08 9.76739e+08     6.31857
         530 9.76739e+08 9.76739e+08     6.31261
         531 9.76739e+08 9.76739e+08     6.30666
         532 9.76739e+08 9.76739e+08     6.30073
         533 9.76739e+08 9.76739e+08     6.29482
         534 9.76739e+08 9.76739e+08     6.32692
         535 9.76739e+08 9.76739e+08     6.32101
         536 9.76739e+08 9.76739e+08     6.31511
         537 9.76739e+08 9.76739e+08     6.30923
         538 9.76739e+08 9.76739e+08      6.3222
         539 9.76739e+08 9.76739e+08     6.31634
         540 9.76739e+08 9.76739e+08     6.31049
         541 9.76739e+08 9.76739e+08     6.30465
         542 9.76739e+08 9.76739e+08     6.29883
         543 9.76739e+08 9.76739e+08     6.33038
         544 9.76739e+08 9.76739e+08     6.32456
         545 9.76739e+08 9.76739e+08     6.31875
         546 9.76739e+08 9.76739e+08     6.31296
         547 9.76739e+08 9.76739e+08     6.30719
         548 9.76739e+08 9.76739e+08     6.30143
         549 9.76739e+08 9.76739e+08     6.33261
         550 9.76739e+08 9.76739e+08     6.32685
         551 9.76739e+08 9.76739e+08     6.32111
         552 9.76739e+08 9.76739e+08     6.31538
         553 9.76739e+08 9.76739e+08     6.30967
         554 9.76739e+08 9.76739e+08     6.34052
         555 9.76739e+08 9.76739e+08      6.3348
         556 9.76739e+08 9.76739e+08      6.3291
         557 9.76739e+08 9.76739e+08     6.32342
         558 9.76739e+08 9.76739e+08     6.31775
         559 9.76739e+08 9.76739e+08     6.34827
         560 9.76739e+08 9.76739e+08      6.3426
         561 9.76739e+08 9.76739e+08     6.33694
         562 9.76739e+08 9.76739e+08      6.3313
         563 9.76739e+08 9.76739e+08     6.28963
         564 9.76739e+08 9.76739e+08     6.28406
         565 9.76739e+08 9.76739e+08      6.2423
         566 9.76739e+08 9.76739e+08     6.20042
         567 9.76739e+08 9.76739e+08     6.19495
         568 9.76739e+08 9.76739e+08     6.15298
         569 9.76739e+08 9.76739e+08     6.12925
         570 9.76739e+08 9.76739e+08     6.08709
         571 9.76739e+08 9.76739e+08     6.08175
         572 9.76739e+08 9.76739e+08      6.0395
         573 9.76739e+08 9.76739e+08     5.99709
         574 9.76739e+08 9.76739e+08     5.99186
         575 9.76739e+08 9.76739e+08     5.94935
         576 9.76739e+08 9.76739e+08     5.92546
         577 9.76739e+08 9.76739e+08     5.92033
         578 9.76739e+08 9.76739e+08     5.87765
         579 9.76739e+08 9.76739e+08      5.8348
         580 9.76739e+08 9.76739e+08     5.79179
