           2     1.34095  0.00785065
         1.8      1.6763   0.0108297
       1.655      2.0142   0.0127842
       1.509     2.48495   0.0195914
       1.364     3.19579   0.0238144
       1.218      4.2845   0.0350206
       1.073     6.07077   0.0713674
       0.927      9.2293    0.152838
       0.782     16.5862    0.394859
       0.636     34.8343    0.976449
       0.491     77.8528     1.77864
       0.345     143.484    0.700026
         0.2         250           0
