0 -0.272949 0.288067 -0.917887
1 0.434885 -0.294946 -1.31672
2 0.495595 0.101111 -0.400501
3 1.03294 0.434095 -1.17535
4 0.556457 0.571006 -0.306887
5 0.505329 0.533361 0.691095
6 -0.152844 1.27827 0.800255
7 -0.284142 0.971972 -0.142582
8 0.213334 1.73142 0.276651
9 -0.341954 1.01368 -0.143465
10 -0.582918 0.110287 0.211255
11 0.0249628 -0.517879 0.696939
12 0.878859 -0.511559 0.176534
13 0.878333 -0.509997 1.17653
14 1.03658 0.413661 0.827514
15 1.17973 -0.570825 0.726059
16 1.9036 -0.475848 0.0426873
17 1.8379 -0.293 -0.938256
18 2.18649 -0.494168 -0.0228249
19 2.01359 0.470641 0.175291
20 2.58266 -0.0341413 -0.473832
21 2.06569 -0.13137 -1.3243
22 1.34397 -0.562302 -1.86598
23 0.890639 0.0198703 -1.19103
24 0.964927 -0.728727 -0.53218
25 0.739264 -0.614273 0.435279
26 1.10065 -1.5106 0.692167
27 1.77992 -0.967992 1.1863
28 1.57252 -0.921735 0.209133
29 1.76337 -0.32182 -0.567834
30 1.86211 0.0250729 0.36486
31 2.66264 0.482634 -0.0221587
32 2.51916 1.17473 -0.729562
33 2.46091 2.14217 -0.975845
34 1.68527 2.61639 -0.559307
35 2.16555 1.80324 -0.230488
36 2.63437 2.36716 -0.910346
37 1.99014 2.95303 -0.418698
38 2.17138 2.70358 0.532577
39 2.12338 2.27704 -0.37062
40 2.70884 2.09221 0.418728
41 2.87639 2.37346 -0.526167
42 2.63878 1.45242 -0.21758
43 3.57826 1.55099 0.110537
44 3.5847 2.15953 -0.682961
45 3.90562 3.10021 -0.572873
46 3.72379 2.48235 0.192094
47 4.29233 2.97907 -0.463671
48 5.01912 3.20951 0.183376
49 4.89529 3.20435 -0.808914
50 4.08338 2.86096 -1.28102
51 3.76112 1.97714 -0.941891
52 3.98103 1.95081 -1.91705
53 3.91376 1.33375 -1.13301
54 3.93988 1.20493 -0.141692
55 4.93032 1.07311 -0.101135
56 4.85131 0.957355 0.888995
57 3.95119 0.542936 0.754673
58 3.54692 0.187252 -0.0879733
59 3.72471 -0.331082 0.74852
60 3.55224 0.475174 1.31439
61 4.13947 0.256281 2.09365
62 3.70861 1.07284 1.70947
63 4.41067 0.697325 2.31454
64 3.78145 0.460327 3.05475
65 4.11051 0.36605 3.99434
66 3.98467 0.0512305 3.05357
67 4.23006 0.17582 4.01495
68 4.1948 0.582176 3.10192
69 3.40809 0.269759 3.63436
70 3.49704 0.822173 2.80555
71 3.24498 1.78721 2.87743
72 3.66415 2.45423 2.26149
73 4.37869 2.45856 2.96107
74 4.64391 3.38544 3.22666
75 4.36404 3.47743 2.27104
76 3.59728 2.93414 2.61297
77 4.41515 2.91496 2.03788
78 5.02767 2.48511 1.37452
79 5.46849 2.77039 0.523468
80 4.90674 3.2338 -0.161867
81 4.44361 2.35 -0.0954705
82 5.31502 2.82548 -0.216115
83 5.34141 2.82158 -1.21576
84 4.77376 3.0564 -2.00483
85 4.7743 3.01656 -1.00562
86 4.72589 2.12257 -1.45108
87 3.94495 2.73167 -1.31274
88 3.18686 2.18752 -0.953297
89 2.23199 2.29775 -1.22909
90 2.15277 2.21174 -0.23595
91 2.28218 2.99111 0.377104
92 2.16386 3.26872 -0.576275
93 2.58915 2.40395 -0.843308
94 2.92719 2.35792 0.0966943
95 2.97423 3.22781 -0.394308
96 3.55996 3.13336 0.410675
97 3.90788 2.82017 -0.472991
98 4.1512 2.80933 -1.44288
99 4.51183 3.60869 -1.92348
