100 14.6125 0
200 15.3761 0.763634
300 15.4759 0.452044
400 16.0917 0.693757
500 15.3768 0.89431
600 15.2536 0.740523
700 15.4554 0.657588
800 15.378 0.574732
900 15.0707 0.592723
1000 15.0552 0.530375
1100 15.4684 0.633199
1200 15.0801 0.696353
1300 15.1202 0.641804
1400 15.3379 0.632827
1500 15.4821 0.606517
1600 15.3377 0.585422
1700 15.3556 0.550199
1800 15.4683 0.530834
1900 15.4719 0.502131
2000 15.4322 0.478016
2100 15.3888 0.456745
2200 15.3363 0.438647
2300 15.263 0.425503
2400 15.1796 0.415825
2500 15.1844 0.398874
2600 15.2189 0.384777
2700 15.1821 0.37208
2800 15.0091 0.398081
2900 14.9794 0.385257
3000 15.0294 0.37554
3100 14.9588 0.370027
3200 14.9331 0.359199
3300 14.9233 0.348283
3400 14.862 0.343399
3500 14.9111 0.337052
3600 14.9002 0.327738
3700 14.8377 0.324824
3800 14.85 0.3164
3900 14.8527 0.308192
4000 14.8647 0.300628
4100 14.7679 0.308761
4200 14.7813 0.301617
4300 14.7677 0.294831
4400 14.7991 0.289751
4500 14.8275 0.284663
4600 14.8038 0.279413
4700 14.7666 0.275922
4800 14.8368 0.279076
4900 14.819 0.273901
5000 14.8669 0.272609
5100 14.8424 0.268326
5200 14.7922 0.267863
5300 14.7589 0.264868
5400 14.782 0.260938
5500 14.7736 0.256286
5600 14.746 0.253179
5700 14.7967 0.253807
5800 14.8362 0.25251
5900 14.8179 0.24887
6000 14.846 0.246297
6100 14.7642 0.255664
6200 14.812 0.256012
6300 14.8364 0.253093
6400 14.9227 0.263644
6500 14.9156 0.259654
6600 14.9262 0.255911
6700 14.9213 0.252111
6800 14.9251 0.248405
6900 14.9986 0.255555
7000 14.979 0.252636
7100 14.9323 0.253395
7200 14.9513 0.250573
7300 14.9545 0.247138
7400 14.9689 0.244202
7500 14.9989 0.242777
7600 14.9915 0.239674
7700 14.9895 0.23655
7800 14.9938 0.233537
7900 15.0167 0.231703
8000 15.0078 0.228962
8100 14.9948 0.22649
8200 14.9949 0.223711
8300 14.9964 0.221004
8400 15.0364 0.221981
8500 15.0578 0.2204
8600 15.0261 0.220117
8700 14.9955 0.219719
8800 14.9892 0.217299
8900 14.9767 0.215207
9000 14.9466 0.214925
9100 14.9501 0.212579
9200 14.9252 0.211729
9300 14.946 0.210477
9400 14.9134 0.21077
9500 14.9154 0.20855
9600 14.924 0.206545
9700 14.9287 0.204457
9800 14.9399 0.202671
9900 14.9393 0.200614
10000 14.9313 0.198759
