100 5.70588 0
200 6.25659 0.550716
300 6.01114 0.401676
400 5.74453 0.389556
500 6.40059 0.722132
600 6.42506 0.590126
700 6.25631 0.526522
800 6.212 0.458129
900 5.99464 0.458788
1000 5.94697 0.413112
1100 5.94715 0.373674
1200 5.84925 0.354887
1300 5.74533 0.342589
1400 5.64795 0.331788
1500 5.59064 0.31415
1600 5.59655 0.29392
1700 5.5284 0.284377
1800 5.46709 0.275034
1900 5.44248 0.261318
2000 5.44677 0.247945
2100 5.49166 0.240076
2200 5.51707 0.23031
2300 5.54968 0.222471
2400 5.57147 0.214112
2500 5.60803 0.208598
2600 5.65562 0.205985
2700 5.68391 0.200219
2800 5.69016 0.193037
2900 5.69288 0.186281
3000 5.71924 0.181885
3100 5.72725 0.176102
3200 5.75093 0.172147
3300 5.72002 0.169688
3400 5.70435 0.165366
3500 5.6876 0.161443
3600 5.63353 0.165952
3700 5.61081 0.162995
3800 5.59702 0.159246
3900 5.62081 0.156923
4000 5.5849 0.157107
4100 5.62293 0.157875
4200 5.63141 0.154303
4300 5.62214 0.150956
4400 5.60531 0.148443
4500 5.5982 0.145281
4600 5.56513 0.145885
4700 5.55408 0.143175
4800 5.53913 0.140955
4900 5.5281 0.138489
5000 5.51428 0.136393
5100 5.52262 0.133952
5200 5.52533 0.131378
5300 5.51419 0.129356
5400 5.51851 0.127011
5500 5.52822 0.125058
5600 5.51492 0.123523
5700 5.52737 0.121973
5800 5.53184 0.119935
5900 5.54202 0.118324
6000 5.5286 0.117106
6100 5.5021 0.11818
6200 5.52081 0.117754
6300 5.53997 0.117442
6400 5.53323 0.115789
6500 5.51643 0.115225
6600 5.50189 0.114393
6700 5.51061 0.11301
6800 5.48234 0.114871
6900 5.48415 0.113208
7000 5.47834 0.11173
7100 5.47471 0.110205
7200 5.49231 0.11008
7300 5.48427 0.108858
7400 5.47799 0.10756
7500 5.47127 0.106329
7600 5.48039 0.105316
7700 5.48669 0.10413
7800 5.48888 0.10281
7900 5.48977 0.101504
8000 5.49757 0.10053
8100 5.48942 0.0996157
8200 5.50932 0.100386
8300 5.50205 0.0994354
8400 5.49511 0.0984895
8500 5.4894 0.0974913
8600 5.50342 0.0973657
8700 5.51881 0.0974632
8800 5.51954 0.0963521
8900 5.52099 0.0952744
9000 5.48954 0.0993206
9100 5.47268 0.0996594
9200 5.47893 0.0987679
9300 5.47585 0.0977487
9400 5.4714 0.0968051
9500 5.46514 0.0959854
9600 5.46808 0.0950256
9700 5.4862 0.0957712
9800 5.50009 0.095801
9900 5.48412 0.0961639
10000 5.47312 0.0958301
