100 5.41504 0
200 6.3449 0.929866
300 5.96301 0.658834
400 5.81439 0.488996
500 5.96433 0.40737
600 5.91773 0.335865
700 5.83586 0.295427
800 5.8082 0.257338
900 5.80962 0.226956
1000 5.8354 0.204625
1100 5.78318 0.192314
1200 5.79495 0.175952
1300 5.73789 0.171617
1400 5.64479 0.184152
1500 5.5948 0.178576
1600 5.59208 0.167065
1700 5.49133 0.186486
1800 5.53347 0.1808
1900 5.50114 0.174048
2000 5.52165 0.166385
2100 5.49376 0.160702
2200 5.52716 0.156823
2300 5.52795 0.149852
2400 5.5098 0.144616
2500 5.45647 0.148608
2600 5.4343 0.144489
2700 5.46499 0.142382
2800 5.5082 0.143844
2900 5.50128 0.138967
3000 5.47207 0.137395
3100 5.48594 0.133611
3200 5.5276 0.135912
3300 5.54505 0.132879
3400 5.55999 0.129775
3500 5.53446 0.128573
3600 5.54855 0.125743
3700 5.56185 0.123018
3800 5.53288 0.12319
3900 5.54099 0.120264
4000 5.5207 0.118961
4100 5.58206 0.131246
4200 5.57895 0.128121
4300 5.58096 0.125122
4400 5.57658 0.122324
4500 5.57318 0.119623
4600 5.61792 0.125253
4700 5.61577 0.122578
4800 5.57473 0.12682
4900 5.5549 0.125777
5000 5.52001 0.128081
5100 5.5183 0.125556
5200 5.52975 0.123649
5300 5.52765 0.121312
5400 5.5193 0.119336
5500 5.52873 0.117525
5600 5.52776 0.115412
5700 5.53207 0.113451
5800 5.52171 0.111958
5900 5.52319 0.110054
6000 5.49386 0.112109
6100 5.51976 0.113255
6200 5.50873 0.111957
6300 5.49497 0.111022
6400 5.46854 0.112424
6500 5.46137 0.110913
6600 5.4442 0.11056
6700 5.45094 0.109106
6800 5.4677 0.108788
6900 5.45176 0.108377
7000 5.46127 0.10724
7100 5.45051 0.106266
7200 5.453 0.104809
7300 5.43223 0.105429
7400 5.43449 0.104019
7500 5.43414 0.102623
7600 5.44076 0.10148
7700 5.42236 0.101829
7800 5.43519 0.101331
7900 5.43527 0.10004
8000 5.43293 0.0988096
8100 5.44279 0.0980791
8200 5.44007 0.0969137
8300 5.42896 0.0963816
8400 5.43079 0.0952448
8500 5.42754 0.0941735
8600 5.4364 0.0934927
8700 5.44439 0.0927561
8800 5.44375 0.0916982
8900 5.43557 0.09103
9000 5.44935 0.0910617
9100 5.44294 0.0902835
9200 5.42357 0.0913732
9300 5.41322 0.0909767
9400 5.40536 0.0903457
9500 5.38463 0.0917616
9600 5.39557 0.0914568
9700 5.38539 0.091079
9800 5.39084 0.090309
9900 5.3917 0.0893963
10000 5.38758 0.0885936
